year	publisher	institute	cost
2013	Oxford University Press	University of Nottingham	76597.00
2014	Oxford University Press	University of Nottingham	75696.00
2010	Cambridge University Press	University of Nottingham	33197.49
2011	Cambridge University Press	University of Nottingham	36558.49
2012	Cambridge University Press	University of Nottingham	40076.63
2013	Cambridge University Press	University of Nottingham	42736.41
2014	Cambridge University Press	University of Nottingham	46683.09
2010	Nature Publishing Group	University of Nottingham	80361
2011	Nature Publishing Group	University of Nottingham	102945
2012	Nature Publishing Group	University of Nottingham	111226
2013	Nature Publishing Group	University of Nottingham	113112
2014	Nature Publishing Group	University of Nottingham	114771
2010	Royal Society of Chemistry	University of Nottingham	19888
2011	Royal Society of Chemistry	University of Nottingham	20952
2012	Royal Society of Chemistry	University of Nottingham	23674
2013	Royal Society of Chemistry	University of Nottingham	28269
2014	Royal Society of Chemistry	University of Nottingham	29216
2010	Institute of Physics Publishing	University of Nottingham	43547
2011	Institute of Physics Publishing	University of Nottingham	46357
2012	Institute of Physics Publishing	University of Nottingham	49529
2013	Institute of Physics Publishing	University of Nottingham	53789
2014	Institute of Physics Publishing	University of Nottingham	55137
2010	Elsevier	Nottingham Trent University	172665.95
2011	Elsevier	Nottingham Trent University	187840.43
2012	Elsevier	Nottingham Trent University	177057.60
2013	Elsevier	Nottingham Trent University	178828.03
2014	Elsevier	Nottingham Trent University	184192.97
2010	Wiley	Nottingham Trent University	88759.37
2011	Wiley	Nottingham Trent University	95702.16
2012	Wiley	Nottingham Trent University	93643.55
2013	Wiley	Nottingham Trent University	145307.08
2014	Wiley	Nottingham Trent University	150910.06
2010	Springer	Nottingham Trent University	25197.15
2011	Springer	Nottingham Trent University	21923.54
2012	Springer	Nottingham Trent University	18873.34
2013	Springer	Nottingham Trent University	38800.69
2014	Springer	Nottingham Trent University	44669.11
2010	Taylor & Francis	Nottingham Trent University	
2011	Taylor & Francis	Nottingham Trent University	
2012	Taylor & Francis	Nottingham Trent University	
2013	Taylor & Francis	Nottingham Trent University	
2014	Taylor & Francis	Nottingham Trent University	6780.00
2010	Sage	Nottingham Trent University	
2011	Sage	Nottingham Trent University	
2012	Sage	Nottingham Trent University	
2013	Sage	Nottingham Trent University	
2014	Sage	Nottingham Trent University	3560.40
2010	Oxford University Press	Nottingham Trent University	10675.70
2011	Oxford University Press	Nottingham Trent University	10595.14
2012	Oxford University Press	Nottingham Trent University	10603.72
2013	Oxford University Press	Nottingham Trent University	15325.66
2014	Oxford University Press	Nottingham Trent University	17604.77
2010	Cambridge University Press	Nottingham Trent University	
2011	Cambridge University Press	Nottingham Trent University	
2012	Cambridge University Press	Nottingham Trent University	
2013	Cambridge University Press	Nottingham Trent University	
2014	Cambridge University Press	Nottingham Trent University	2381.40
2010	Nature Publishing Group	Nottingham Trent University	
2011	Nature Publishing Group	Nottingham Trent University	
2012	Nature Publishing Group	Nottingham Trent University	34944
2013	Nature Publishing Group	Nottingham Trent University	27115
2014	Nature Publishing Group	Nottingham Trent University	25782
2010	Royal Society of Chemistry	Nottingham Trent University	
2011	Royal Society of Chemistry	Nottingham Trent University	
2012	Royal Society of Chemistry	Nottingham Trent University	24380
2013	Royal Society of Chemistry	Nottingham Trent University	26698
2014	Royal Society of Chemistry	Nottingham Trent University	22205
2010	Institute of Physics Publishing	Nottingham Trent University	
2011	Institute of Physics Publishing	Nottingham Trent University	2773
2012	Institute of Physics Publishing	Nottingham Trent University	2857
2013	Institute of Physics Publishing	Nottingham Trent University	2990
2014	Institute of Physics Publishing	Nottingham Trent University	2900
2010	Elsevier	Open University	575333
2011	Elsevier	Open University	568904.00
2012	Elsevier	Open University	587060.00
2013	Elsevier	Open University	594038.00
2014	Elsevier	Open University	616912.00
2010	Wiley	Open University	
2011	Wiley	Open University	41483.00
2012	Wiley	Open University	6117.00
2013	Wiley	Open University	40928.00
2014	Wiley	Open University	46558.00
2010	Springer	Open University	
2011	Springer	Open University	0.00
2012	Springer	Open University	0.00
2013	Springer	Open University	22779.00
2014	Springer	Open University	1698.00
2010	Taylor & Francis	Open University	38243.00
2011	Taylor & Francis	Open University	77606.00
2012	Taylor & Francis	Open University	45574.00
2013	Taylor & Francis	Open University	39339.00
2014	Taylor & Francis	Open University	2911.00
2010	Sage	Open University	17217.00
2011	Sage	Open University	90844.00
2012	Sage	Open University	33193.00
2013	Sage	Open University	30367.00
2014	Sage	Open University	0.00
2010	Oxford University Press	Open University	
2011	Oxford University Press	Open University	36058.00
2012	Oxford University Press	Open University	1113.00
2013	Oxford University Press	Open University	24418.00
2014	Oxford University Press	Open University	17875.00
2010	Cambridge University Press	Open University	8439.00
2011	Cambridge University Press	Open University	7214.00
2012	Cambridge University Press	Open University	39518.00
2013	Cambridge University Press	Open University	43525.00
2014	Cambridge University Press	Open University	2088.00
2010	Nature Publishing Group	Open University	42492
2011	Nature Publishing Group	Open University	126281
2012	Nature Publishing Group	Open University	47887
2013	Nature Publishing Group	Open University	54137
2014	Nature Publishing Group	Open University	56707
2010	Royal Society of Chemistry	Open University	16690
2011	Royal Society of Chemistry	Open University	16446
2012	Royal Society of Chemistry	Open University	22677
2013	Royal Society of Chemistry	Open University	19528
2014	Royal Society of Chemistry	Open University	20114
2010	Institute of Physics Publishing	Open University	46863
2011	Institute of Physics Publishing	Open University	43725
2012	Institute of Physics Publishing	Open University	43435
2013	Institute of Physics Publishing	Open University	46667
2014	Institute of Physics Publishing	Open University	49480
2010	Elsevier	University of Oxford	945676
2011	Elsevier	University of Oxford	963434.05
2012	Elsevier	University of Oxford	942818.64
2013	Elsevier	University of Oxford	912982.60
2014	Elsevier	University of Oxford	990774.50
2010	Wiley	University of Oxford	428782
2011	Wiley	University of Oxford	450088.75
2012	Wiley	University of Oxford	442307.52
2013	Wiley	University of Oxford	453034.65
2014	Wiley	University of Oxford	456653.27
2010	Springer	University of Oxford	281639
2011	Springer	University of Oxford	205017.05
2012	Springer	University of Oxford	218673.52
2013	Springer	University of Oxford	225739.06
2014	Springer	University of Oxford	237564.51
2010	Taylor & Francis	University of Oxford	80603.00
2011	Taylor & Francis	University of Oxford	88916.00
2012	Taylor & Francis	University of Oxford	96335.00
2013	Taylor & Francis	University of Oxford	108810.00
2014	Taylor & Francis	University of Oxford	116932.00
2010	Sage	University of Oxford	59633.00
2011	Sage	University of Oxford	78471.00
2012	Sage	University of Oxford	78423.00
2013	Sage	University of Oxford	82805.00
2014	Sage	University of Oxford	86003.00
2010	Oxford University Press	University of Oxford	
2011	Oxford University Press	University of Oxford	
2012	Oxford University Press	University of Oxford	
2013	Oxford University Press	University of Oxford	
2014	Oxford University Press	University of Oxford	
2010	Cambridge University Press	University of Oxford	31504.00
2011	Cambridge University Press	University of Oxford	28645.00
2012	Cambridge University Press	University of Oxford	33450.00
2013	Cambridge University Press	University of Oxford	38352.00
2014	Cambridge University Press	University of Oxford	42714.00
2010	Nature Publishing Group	University of Oxford	115034
2011	Nature Publishing Group	University of Oxford	126235
2012	Nature Publishing Group	University of Oxford	135486
2013	Nature Publishing Group	University of Oxford	150827
2014	Nature Publishing Group	University of Oxford	152645
2010	Royal Society of Chemistry	University of Oxford	19083
2011	Royal Society of Chemistry	University of Oxford	21944
2012	Royal Society of Chemistry	University of Oxford	27044
2013	Royal Society of Chemistry	University of Oxford	26628
2014	Royal Society of Chemistry	University of Oxford	27427
2010	Institute of Physics Publishing	University of Oxford	33183
2011	Institute of Physics Publishing	University of Oxford	34184
2012	Institute of Physics Publishing	University of Oxford	36259
2013	Institute of Physics Publishing	University of Oxford	40642
2014	Institute of Physics Publishing	University of Oxford	43127
2010	Elsevier	Oxford Brookes University	129798.34
2011	Elsevier	Oxford Brookes University	128144.11
2012	Elsevier	Oxford Brookes University	151323.11
2013	Elsevier	Oxford Brookes University	152791.00
2014	Elsevier	Oxford Brookes University	157374.78
2010	Wiley	Oxford Brookes University	171116.00
2011	Wiley	Oxford Brookes University	179046.34
2012	Wiley	Oxford Brookes University	189640.66
2013	Wiley	Oxford Brookes University	204121.61
2014	Wiley	Oxford Brookes University	229128.68
2010	Springer	Oxford Brookes University	32698.32
2011	Springer	Oxford Brookes University	32845.37
2012	Springer	Oxford Brookes University	34177.99
2013	Springer	Oxford Brookes University	37069.13
2014	Springer	Oxford Brookes University	40259.68
2010	Taylor & Francis	Oxford Brookes University	165771.39
2011	Taylor & Francis	Oxford Brookes University	175787.26
2012	Taylor & Francis	Oxford Brookes University	185894.99
2013	Taylor & Francis	Oxford Brookes University	206090.45
2014	Taylor & Francis	Oxford Brookes University	233474.97
2010	Sage	Oxford Brookes University	75577.94
2011	Sage	Oxford Brookes University	78871.91
2012	Sage	Oxford Brookes University	83098.50
2013	Sage	Oxford Brookes University	91118.51
2014	Sage	Oxford Brookes University	101062.82
2010	Oxford University Press	Oxford Brookes University	20031.68
2011	Oxford University Press	Oxford Brookes University	20440.46
2012	Oxford University Press	Oxford Brookes University	21646.06
2013	Oxford University Press	Oxford Brookes University	25201.04
2014	Oxford University Press	Oxford Brookes University	27981.22
2010	Cambridge University Press	Oxford Brookes University	19562.59
2011	Cambridge University Press	Oxford Brookes University	20300.99
2012	Cambridge University Press	Oxford Brookes University	21655.20
2013	Cambridge University Press	Oxford Brookes University	24306.25
2014	Cambridge University Press	Oxford Brookes University	27311.62
